REGIONE,PROVINCIA,COMUNE,NUMERI_CIVICI,CON_COORDINATE,COMPLETAMENTO_%,COORDINATE_AGGIUNTE,CIVICI_AGGIUNTI,COSA_E_CAMBIATO,ULTIMO_AGGIORNAMENTO,CON_COORDINATE_MESE_SCORSO,NUMERI_CIVICI_MESE_SCORSO,DATI_AGGIORNATI_AL,CODICE_ISTAT,CODICE_CATASTALE,CODICE_IPA
MOLISE,CAMPOBASSO,CAMPOBASSO,12298,12298,100.0,11819,-565,In calo,2026-08,479,12863,2026-08-03,070006,B519,c_b519
MOLISE,CAMPOBASSO,CERCEMAGGIORE,3559,3559,100.0,3559,0,Aggiunte coordinate,2026-08,0,3559,2026-08-03,070017,C486,c_c486
MOLISE,CAMPOBASSO,PALATA,3390,3390,100.0,3389,0,Aggiunte coordinate,2026-08,1,3390,2026-08-03,070050,G257,c_g257
MOLISE,ISERNIA,AGNONE,4625,4625,100.0,2334,2,Aggiunti civici e coordinate,2026-08,2291,4623,2026-08-03,094002,A080,c_a081
MOLISE,CAMPOBASSO,TORO,2334,2334,100.0,2334,-1994,In calo,2026-08,0,4328,2026-08-03,070080,L230,c_l230
MOLISE,CAMPOBASSO,SANT'ELIA A PIANISI,2261,2115,93.54,2115,-148,In calo,2026-08,0,2409,2026-08-03,070074,I320,c_i320
MOLISE,ISERNIA,ISERNIA,4761,4760,99.98,1564,-311,In calo,2026-08,3196,5072,2026-08-03,094023,E335,c_e335
MOLISE,CAMPOBASSO,ROTELLO,1487,1487,100.0,1486,-1148,In calo,2026-08,1,2635,2026-08-03,070061,H589,c_h589
MOLISE,ISERNIA,PESCHE,1429,1429,100.0,1422,0,Aggiunte coordinate,2026-08,7,1429,2026-08-03,094031,G486,c_g486
MOLISE,ISERNIA,RIONERO SANNITICO,1257,1257,100.0,1257,0,Aggiunte coordinate,2026-08,0,1257,2026-08-03,094039,H308,c_h308
MOLISE,ISERNIA,MACCHIAGODENA,1253,1253,100.0,1253,657,Aggiunti civici e coordinate,2026-08,0,596,2026-08-03,094026,E779,c_e779
MOLISE,CAMPOBASSO,RIPALIMOSANI,1250,1250,100.0,1250,-190,In calo,2026-08,0,1440,2026-08-03,070059,H313,c_h313
MOLISE,CAMPOBASSO,TORELLA DEL SANNIO,1155,1155,100.0,1155,-121,In calo,2026-08,0,1276,2026-08-03,070079,L215,c_l215
MOLISE,CAMPOBASSO,CASTELLINO DEL BIFERNO,910,910,100.0,909,0,Aggiunte coordinate,2026-08,1,910,2026-08-03,070014,C175,c_c175
MOLISE,CAMPOBASSO,MAFALDA,845,845,100.0,845,0,Aggiunte coordinate,2026-08,0,845,2026-08-03,070036,E799,c_e799
MOLISE,CAMPOBASSO,GILDONE,766,766,100.0,766,0,Aggiunte coordinate,2026-08,0,766,2026-08-03,070026,E030,c_e030
MOLISE,ISERNIA,CASTEL DEL GIUDICE,538,538,100.0,538,-16,In calo,2026-08,0,554,2026-08-03,094009,C082,c_c082
MOLISE,ISERNIA,CASTELVERRINO,301,301,100.0,256,1,Aggiunti civici e coordinate,2026-08,45,300,2026-08-03,094013,C200,c_c200
MOLISE,CAMPOBASSO,ROCCAVIVARA,1887,1887,100.0,177,0,Aggiunte coordinate,2026-08,1710,1887,2026-08-03,070060,H454,c_h454
MOLISE,CAMPOBASSO,SAN GIULIANO DI PUGLIA,1355,1355,100.0,29,29,Aggiunti civici e coordinate,2026-08,1326,1326,2026-08-03,070068,H929,c_h929
VALLE D'AOSTA,AOSTA,SAINT-CHRISTOPHE,1538,1497,97.33,19,1,Aggiunti civici e coordinate,2026-08,1478,1537,2026-08-03,007058,H669,c_h669
VALLE D'AOSTA,AOSTA,QUART,2285,2284,99.96,9,10,Aggiunti civici e coordinate,2026-08,2275,2275,2026-08-03,007054,H110,c_h110
MOLISE,CAMPOBASSO,LIMOSANO,1122,1122,100.0,2,2,Aggiunti civici e coordinate,2026-08,1120,1120,2026-08-03,070032,E599,c_e599
VALLE D'AOSTA,AOSTA,SAINT-PIERRE,1881,1881,100.0,1,1,Aggiunti civici e coordinate,2026-08,1880,1880,2026-08-03,007063,H674,c_h674
VALLE D'AOSTA,AOSTA,CHÂTILLON,2580,3,0.12,1,0,Aggiunte coordinate,2026-08,2,2580,2026-08-03,007020,C294,c_c294
MOLISE,ISERNIA,VASTOGIRARDI,2042,2036,99.71,0,6,Aggiunti civici,2026-08,2036,2036,2026-08-03,094051,L696,c_l696
VALLE D'AOSTA,AOSTA,OLLOMONT,509,0,0.0,0,-2,In calo,2026-08,0,511,2026-08-03,007046,G045,c_g045
VALLE D'AOSTA,AOSTA,LA MAGDELEINE,254,0,0.0,0,-7,In calo,2026-08,0,261,2026-08-03,007039,A308,c_a308
MOLISE,ISERNIA,MIRANDA,754,754,100.0,0,-14,In calo,2026-08,754,768,2026-08-03,094027,F239,c_f239
VALLE D'AOSTA,AOSTA,LILLIANES,384,384,100.0,0,-32,In calo,2026-08,384,416,2026-08-03,007042,E587,c_e587
MOLISE,ISERNIA,CANTALUPO NEL SANNIO,1963,1963,100.0,0,-41,In calo,2026-08,1963,2004,2026-08-03,094005,B630,c_b630
MOLISE,ISERNIA,SESSANO DEL MOLISE,2489,2489,100.0,0,-41,In calo,2026-08,2489,2530,2026-08-03,094049,I679,c_i679
MOLISE,CAMPOBASSO,TERMOLI,12845,12832,99.9,0,-60,In calo,2026-08,12832,12905,2026-08-03,070078,L113,c_l113
MOLISE,CAMPOBASSO,PROVVIDENTI,210,210,100.0,0,-81,In calo,2026-08,210,291,2026-08-03,070056,H083,c_h083
VALLE D'AOSTA,AOSTA,LA THUILE,1060,1054,99.43,0,-82,In calo,2026-08,1054,1142,2026-08-03,007041,E470,c_e470
MOLISE,CAMPOBASSO,CASACALENDA,2824,2824,100.0,0,-102,In calo,2026-08,2824,2926,2026-08-03,070011,B858,c_b858
MOLISE,CAMPOBASSO,ORATINO,1486,1486,100.0,0,-110,In calo,2026-08,1486,1596,2026-08-03,070049,G086,c_ht1k
VALLE D'AOSTA,AOSTA,ARNAD,610,0,0.0,0,-115,In calo,2026-08,0,725,2026-08-03,007004,A424,c_a424
VALLE D'AOSTA,AOSTA,PONTEY,425,0,0.0,0,-115,In calo,2026-08,0,540,2026-08-03,007051,G860,c_g860
MOLISE,ISERNIA,CASTEL SAN VINCENZO,797,794,99.62,-3,0,In calo,2026-08,797,797,2026-08-03,094012,C270,c_c270
MOLISE,CAMPOBASSO,PIETRACATELLA,1269,1269,100.0,-18,-18,In calo,2026-08,1287,1287,2026-08-03,070053,G609,c_g609
MOLISE,CAMPOBASSO,MOLISE,265,265,100.0,-98,-98,In calo,2026-08,363,363,2026-08-03,070039,F294,c_f294
MOLISE,CAMPOBASSO,CAMPOMARINO,4655,1,0.02,-155,6,In calo,2026-08,156,4649,2026-08-03,070010,B550,c_b550
VALLE D'AOSTA,AOSTA,SAINT-OYEN,167,0,0.0,-167,0,In calo,2026-08,167,167,2026-08-03,007062,H673,c_h673
VALLE D'AOSTA,AOSTA,BIONAZ,331,0,0.0,-331,0,In calo,2026-08,331,331,2026-08-03,007010,A877,c_a877
VALLE D'AOSTA,AOSTA,CHAMOIS,404,0,0.0,-404,0,In calo,2026-08,404,404,2026-08-03,007016,B491,c_b491
VALLE D'AOSTA,AOSTA,FONTAINEMORE,973,0,0.0,-522,0,In calo,2026-08,522,973,2026-08-03,007028,D666,c_d666
VALLE D'AOSTA,AOSTA,ROISAN,619,0,0.0,-619,0,In calo,2026-08,619,619,2026-08-03,007057,H497,c_h497
VALLE D'AOSTA,AOSTA,SAINT-NICOLAS,665,0,0.0,-665,0,In calo,2026-08,665,665,2026-08-03,007061,H672,c_h672
VALLE D'AOSTA,AOSTA,RHÊMES-SAINT-GEORGES,685,0,0.0,-685,0,In calo,2026-08,685,685,2026-08-03,007056,H263,c_h263
VALLE D'AOSTA,AOSTA,BRISSOGNE,751,0,0.0,-751,0,In calo,2026-08,751,751,2026-08-03,007011,B192,c_b192
VALLE D'AOSTA,AOSTA,HÔNE,1112,0,0.0,-844,0,In calo,2026-08,844,1112,2026-08-03,007034,E273,c_e273
VALLE D'AOSTA,AOSTA,FÉNIS,1366,387,28.33,-979,0,In calo,2026-08,1366,1366,2026-08-03,007027,D537,c_d537
